Participant,List,Trial,Condition,Event Category,Event Type,Layer,Hotspot,Trial Start,Elapsed,X,Y,Browser,Version,OS,image-left,image-right,audio
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8845.499983712652,926,256,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8857.800279606948,942,256,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8870.100129272468,954,256,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8882.49993418125,961,256,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8894.800230075547,966,256,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8907.100079741096,969,256,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8968.400310039753,968,259,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8979.400295314204,962,263,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,8992.90005412756,956,267,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,canvas,,1551258051040.3835,9004.999993306584,948,273,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-right,,1551258051040.3835,9016.70011151256,940,280,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-right,,1551258051040.3835,9028.900005934847,930,291,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-right,,1551258051040.3835,9041.099900357105,922,301,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-right,,1551258051040.3835,9053.300241008168,913,312,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-right,,1551258051040.3835,9065.899956403445,905,320,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-right,,1551258051040.3835,9078.200252297741,893,331,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-right,,1551258051040.3835,9090.300191476766,884,344,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,move,image-right,,1551258051040.3835,9102.699996385548,874,352,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
104,1_1,basket,1_1FillerL,mouse,click,image-right,,1551258051040.3835,9507.100168986828,874,352,edge,17.17134.0,Windows 10,fr_basket.png,d13.png,f_basket_.wav
