Participant,List,Trial,Condition,Event Category,Event Type,Layer,Hotspot,Trial Start,Elapsed,X,Y,Browser,Version,OS,image-left,image-right,audio
46,2_1,bread,2_1FluentR,mouse,move,canvas,,1549630097143.73,3167.6799999999057,592,424,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,canvas,,1549630097143.73,3182.0149999999703,464,455,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,canvas,,1549630097143.73,3197.019999999946,369,471,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,canvas,,1549630097143.73,3218.8699999999226,275,469,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,canvas,,1549630097143.73,3233.24500000001,252,461,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,canvas,,1549630097143.73,3255.6449999999604,228,444,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,canvas,,1549630097143.73,3269.9599999999627,219,438,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,canvas,,1549630097143.73,3284.994999999981,215,435,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,canvas,,1549630097143.73,3299.459999999948,213,434,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,canvas,,1549630097143.73,3533.8799999999464,206,425,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-left,,1549630097143.73,3541.1749999999447,195,414,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-left,,1549630097143.73,3548.889999999912,186,405,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-left,,1549630097143.73,3562.9949999999953,171,388,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
46,2_1,bread,2_1FluentR,mouse,move,image-left,,1549630097143.73,3585.37000000001,159,369,chrome,72.0.3626,Windows 10,d06.png,t_bread.png,e_bread_f.wav
